11 28 0
11 28 0
11 28 0
15 28 0
29 28 14
11 28 0
11 28 0
17 28 6
16 28 3
11 28 0
11 3 0
12 3 0
29 6 0
25 5 5
28 6 0
26 5 0
23 5 0
17 4 4
26 5 0
8 5 5
5.25 7 0
4.4 13 0
5.2 6 6
4.4 18 0
11 3 3
11 3 0
19 4 0
11 2 0
22 5 5
