150 0
135 0
90 0
75 0
225 0
150 1
75 1
75 1
150 1
-5 1
230 1
150 2
155 3
105 3
115 3
6.52174 4
6.52174 4
6.81818 4
7.25 4
6.52174 4
5.74074 5
5 5
6.36364 4
8.21429 4
6.38889 4
3.36364 5
3.45455 5
2.77778 5
3.57143 5
3.26087 6
2.77778 6
3.65854 6
3.65854 5
2.58621 5
2.95918 6
2.67241 6
2.23881 6
2.23881 6
3.18182 6
1.46552 7
2.63636 7
1.73913 7
3.18182 7
2.20588 7
2.23881 7
1.82927 8
1.6129 9
1.66667 9
1.66667 10
1.68539 9
1.66667 10
1.31148 9
2.45283 10
1.51376 10
1.94805 10
0.925926 9
1.79012 10
1.18321 10
1.35135 10
1.35135 11
1.23967 12
1.48515 12
1.36029 12
1.33721 12
1.33929 13
1.12782 12
1.13402 12
1.1165 12
1.1194 12
0 12
1.1194 12
1.1194 12
0.949367 11
1.36364 13
1.1194 12
0.961538 12
0.967742 13
0.973684 13
0.930233 13
1.01351 13
0.967742 14
0.882353 14
0.172414 15
1.08209 14
1.01351 14
0.842697 15
0.842697 14
0.661157 15
0.900621 13
0.931677 13
0.773196 13
0.925926 15
0.842697 14
0.847458 13
0.980392 15
0.638298 16
0.685841 15
0.951327 16
0.659574 17
0.789474 15
0.551724 17
0.889571 16
0.75 16
0.758621 18
0.746753 18
0.675676 18
0 18
0.801105 20
0.529801 19
0.675676 18
0.675676 19
0.746269 20
0.675676 19
0.434783 22
0.734597 21
0.678733 20
0 21
0.617284 22
0.718085 21
0.597826 21
0.566038 22
0.481928 24
0.6875 24
0.614754 24
0.617284 24
0.566038 25
0.56391 24
0.566038 24
0.658537 25
0.489614 24
0.623269 23
0.60166 24
0.441989 25
0.622407 26
0.477707 25
0.444785 25
0.761905 25
0.520833 26
0.522648 26
0.575342 27
0.0952381 25
0.625 26
0.520833 27
0.526316 26
0.437956 26
0.60274 26
0.464396 26
0.409836 27
0.413105 24
0.612536 26
0.452055 29
0.331754 27
0.7109 26
0.406091 23
0.443787 27
0.451807 28
0.524476 27
0.295203 28
0.535055 26
0.498339 30
0.415512 28
0.453172 26
0.353982 28
0.520231 29
0.379747 29
0.50173 28
0.423729 30
0.33195 31
0.473118 26
0.428016 28
0.421245 28
0.423729 29
0.428016 26
0.477178 29
0.380623 29
0.291971 31
0.471698 29
0.313808 30
0.398936 30
0.40293 31
0.227273 29
0.507901 30
0.391061 31
0.387324 29
0.0485437 31
0.446154 29
0.376884 30
0.376884 31
0.27668 31
0.425139 29
0.446154 30
0.33049 31
0.376884 30
0.415512 31
0.361446 32
0 34
0.357143 32
0.357995 30
0.357143 32
0.375 32
0.357995 33
0.327511 31
0.357143 33
0.422741 33
0.313131 34
0.356295 34
0.373961 33
0.340136 32
0.26393 34
0.38817 33
0.299003 36
0.311203 35
0.339367 37
0.356295 36
0.311203 34
0.339367 36
0.309917 34
0.377095 39
0.290493 38
0.323974 36
0.323974 40
0.323974 38
0.273723 40
0.372881 39
0.2875 40
0.340136 41
0.295858 38
0.295858 38
0.357995 42
0.295858 38
0.309278 41
0.226537 43
0.315582 42
0.383944 38
0.309278 41
0.30303 43
0.231214 42
0.342466 43
0.260417 38
0.295858 43
0.298103 44
0.294574 39
0.295276 44
0.32538 41
0 44
0.283019 44
0.283019 45
0.31185 43
0.239617 46
0.239617 46
0.30782 44
0.272597 46
0.354523 45
0.0518135 47
0.334873 44
0 47
0.272232 47
0 49
0.260417 47
0.285171 45
0.271739 47
0.272232 47
0.298805 47
0 48
0.271739 47
0.287908 45
0.206259 45
0.306513 47
0.312945 47
0.235988 49
0.272727 50
0.215827 49
0.261324 51
0.204604 48
0.292929 50
0.291829 49
0.276753 50
0 51
0.293478 50
0.221675 51
0.172414 52
0.368664 50
0.307377 50
0.213068 49
0 50
0.242718 51
0.232558 50
0.215453 50
0.282903 49
0.222552 52
0.243112 49
0.243112 51
0.243112 49
0.242718 51
0.266904 51
0.224551 51
0.273279 51
0.22113 53
0.161943 51
0.343137 52
0.277247 52
0.223368 55
0.153986 51
0.280797 55
0.234742 55
0.226586 53
0.191816 54
0.267539 52
0 53
0.207756 54
0.237718 50
0.226929 52
0.226929 53
0.226929 52
0.226929 53
0.219619 57
0.219619 56
0.219298 56
0.186856 52
0.22409 57
0.259392 53
0 60
0.267857 58
0 59
0.241546 58
0.214425 58
0.207254 57
0.212465 58
0.194805 59
0.222883 57
0.212766 61
0.259516 62
0.136452 60
0.254516 57
0.16632 62
0.246637 59
0.174419 60
0 61
0.189155 59
0.226929 58
0.301508 59
0.170132 58
0.180442 58
0.243697 58
0.251678 61
0.183599 63
0.146751 61
0.239567 62
0.200267 59
0.200267 60
0.200267 62
0.2 65
0.20979 61
0.146789 55
0.23085 56
0.178147 63
0 64
0.142566 64
0.253165 64
0.203804 60
0.194301 63
0.21398 60
0.164474 64
0.178147 66
0.203804 59
0.189155 66
0.138614 66
0.220096 65
0.17321 67
0.27668 67
0.0346021 69
0.223421 64
0.188917 67
0.190134 63
0.187602 67
0.202507 58
0.128205 65
0.205966 67
0.192802 63
0.224551 66
0.176056 64
0.168539 67
0.183824 69
0.214286 67
0.120739 66
0.262295 69
0.178998 69
0.164114 69
0.197109 63
0.164114 67
0.187735 67
0.150925 63
0.205714 62
0.192113 67
0.160584 67
0.152893 61
0.208895 70
0.176 71
0.216535 71
0.0212766 73
0.192143 59
0 66
0.192061 68
0.160085 68
0.174622 66
0.133111 73
0.189492 70
0.170068 64
0.133111 72
0.249554 71
0.133111 70
0.155925 70
0.187032 72
0.171607 73
0.165975 71
0.165929 71
0.167428 70
0.164756 74
0.167428 71
0.161943 75
0.165929 74
0.145267 72
0.196211 72
0.167428 78
0.147436 72
0.178359 72
0.161987 74
0.161987 70
0.161987 75
0.141812 72
0.193833 72
0.148662 76
0.162162 75
0.137112 76
0.176023 74
0.157104 74
0.158228 81
0.159208 77
0.158395 80
0.140587 78
0.193299 79
0.174216 76
0.101597 76
0.189487 78
0.158228 76
0.121029 79
0.193945 65
0.0503778 73
0.193591 79
0.141777 73
0.179211 70
0.100883 78
0.219365 82
0.121556 77
0.226537 82
0.132365 69
0.15121 74
0.15121 76
0.15121 82
0.166482 83
0.158562 73
0.147783 80
0.157116 73
0.132365 78
0.175234 80
0.148075 82
0.116279 76
0.148075 82
0.149254 86
0.0843373 77
0.177143 82
0.147929 80
0 85
0.147929 88
0.108527 88
0.183974 83
0.141593 84
0.127551 80
0.144928 84
0.132743 80
0.132743 87
0.167785 71
0 90
0.138632 81
0.144928 84
0.17341 82
0.111441 82
0.141777 90
0 84
0.156087 82
0.103858 87
0.158201 90
0.111441 83
0.141911 81
0.141777 86
